anon_learner_id,course_title,domain,category,level,course_length_hours,certification_type,completion_rate_percent,score_obtained_percent,duration_spent_hours,lms_source,course_start,course_end
b81ff5b28dfc,Web Development Bootcamp,Security,Certification,Beginner,12.09,Professional Certificate,88.32,86.76,13.44,Chamilo,2027-08-01,2027-08-01
cdfd37aef1e7,Cybersecurity Basics,Education,Certification,Intermediate,3.43,Certificate of Completion,69.28,45.48,2.47,Moodle,2023-11-29,2023-11-29
52159858e4e1,Advanced Python Programming,Computer Science,Core,Advanced,12.98,Certificate of Completion,73.64,65.59,11.27,Open edX,2023-01-27,2023-01-27
bedc5755569a,Cloud Computing Fundamentals,Design,Elective,Intermediate,2.93,None,41.56,99.16,1.02,Canvas,2023-05-27,2023-05-27
a31440c2caab,Web Development Bootcamp,Cloud,Core,Intermediate,3.87,Professional Certificate,17.51,86.49,0.84,Brightspace,2023-03-11,2023-03-11
6b574135701f,Educational Psychology,Education,Seminar,Intermediate,9.38,None,58.34,52.76,4.01,Brightspace,2024-01-16,2024-01-16
6eb61cbdf249,Database Design,Data Science,Certification,Beginner,2.5,None,81.7,51.94,2.22,Brightspace,2024-04-23,2024-04-23
cbdaab081f25,Web Development Bootcamp,Education,Certification,Beginner,4.44,Professional Certificate,76.52,66.44,4.13,Sakai,2026-04-27,2026-04-27
96feadd3fdc1,Statistics for Research,Data Science,Elective,Intermediate,1.49,None,45.87,71.67,0.64,Open edX,2023-05-22,2023-05-22
82d3244f7e37,Instructional Design Principles,Cloud,Certification,Advanced,18.28,None,20.35,60.87,4.01,Canvas,2023-03-03,2023-03-03
3b1cf4ca021f,Web Development Bootcamp,Cloud,Core,Advanced,5.29,Certificate of Completion,27.53,58.17,1.08,Moodle,2024-03-11,2024-03-11
f4923d6100a2,Cloud Computing Fundamentals,Security,Elective,Intermediate,7.27,Diploma,76.16,87.81,6.68,Canvas,2024-05-21,2024-05-21
9b9f67ecfa5e,Educational Psychology,Statistics,Core,Beginner,4.15,Badge,68.33,93.51,2.44,Blackboard,2023-07-13,2023-07-13
de07eb8c8e83,Cloud Computing Fundamentals,Security,Core,Advanced,3.15,None,39.97,86.34,0.9,Chamilo,2023-08-27,2023-08-27
f74115a23674,Project Management Essentials,Design,Seminar,Intermediate,3.41,None,10.03,39.77,0.31,Open edX,2023-09-25,2023-09-25
4b59daf70191,Project Management Essentials,Statistics,Workshop,Advanced,3.26,Certificate of Completion,38.56,100.0,1.31,Brightspace,2023-11-22,2023-11-22
7d166569b7f6,Machine Learning Fundamentals,Computer Science,Core,Intermediate,8.65,Badge,77.95,71.01,6.6,Totara,2023-08-07,2023-08-07
8d7933ba5038,Pedagogy in Digital Learning,Business,Elective,Beginner,27.47,None,7.65,,2.6,Sakai,2023-03-07,2023-03-08
9a84dfb9f219,Project Management Essentials,Business,Elective,Beginner,8.59,None,88.93,66.62,7.85,Sakai,2024-02-16,2024-02-16
1c24d462939a,Pedagogy in Digital Learning,Business,Elective,Intermediate,7.23,Certificate of Completion,62.05,95.1,4.01,Brightspace,2024-05-06,2024-05-06
26f9f5b96a91,Database Design,Cloud,Seminar,Beginner,13.58,Certificate of Completion,19.22,54.78,2.72,Sakai,2023-06-29,2023-06-29
c1f7b744dab8,Statistics for Research,Statistics,Certification,Intermediate,5.46,Professional Certificate,70.83,79.45,5.0,Chamilo,2023-02-12,2023-02-12
d2db4c357cb2,Statistics for Research,Data Science,Core,Beginner,4.04,Certificate of Completion,44.59,90.39,1.63,Sakai,2023-11-10,2023-11-10
3db86cefd7f9,User Experience Design,Computer Science,Certification,Intermediate,6.33,Professional Certificate,6.47,,0.39,Open edX,2024-11-07,2024-11-07
e8e9caeff624,Introduction to Data Science,Design,Elective,Intermediate,8.48,None,86.65,78.41,7.54,Moodle,2024-03-15,2024-03-15
8b2254844477,Instructional Design Principles,Education,Elective,Intermediate,12.54,None,33.75,100.0,3.71,Sakai,2024-11-12,2024-11-12
fd26d80ceddb,Cloud Computing Fundamentals,Computer Science,Core,Advanced,2.34,None,47.63,70.48,1.39,Moodle,2026-04-22,2026-04-22
4e1b4b6c9457,Introduction to Data Science,Statistics,Certification,Beginner,11.27,None,91.05,97.7,8.03,Blackboard,2023-02-16,2023-02-16
f0083e04d980,Machine Learning Fundamentals,Design,Seminar,Advanced,5.89,Certificate of Completion,58.12,57.44,3.19,Blackboard,2024-12-16,2024-12-16
893fa81cf5a4,Introduction to Data Science,Computer Science,Seminar,Advanced,10.94,None,41.8,96.45,4.86,Sakai,2023-04-21,2023-04-21
e83972367274,Instructional Design Principles,Education,Core,Advanced,8.84,Certificate of Completion,32.26,90.73,3.71,Blackboard,2023-01-10,2023-01-10
c9c23043407e,Web Development Bootcamp,Business,Certification,Advanced,3.62,Certificate of Completion,45.92,57.29,1.4,Sakai,2023-09-16,2023-09-16
8e240370acda,Cloud Computing Fundamentals,Education,Elective,Advanced,4.64,Certificate of Completion,64.45,94.35,2.41,Blackboard,2023-02-05,2023-02-05
e6afbd4d667c,Pedagogy in Digital Learning,Data Science,Core,Advanced,4.05,Professional Certificate,64.58,62.36,1.98,Chamilo,2023-06-16,2023-06-16
338aa4e45b44,Cloud Computing Fundamentals,Data Science,Core,Intermediate,10.32,Certificate of Completion,13.06,69.93,1.43,Open edX,2023-08-14,2023-08-14
19582c77b0ec,Pedagogy in Digital Learning,Cloud,Seminar,Beginner,6.82,None,68.09,95.46,4.63,Moodle,2024-04-03,2024-04-03
3330191db450,Cybersecurity Basics,Design,Certification,Intermediate,14.73,Diploma,64.78,66.93,8.53,Blackboard,2026-04-03,2026-04-03
dfb4e85c2d5b,Instructional Design Principles,Cloud,Core,Intermediate,11.76,Certificate of Completion,28.77,55.42,2.88,Chamilo,2023-06-01,2023-06-01
f355935266e7,User Experience Design,Cloud,Elective,Beginner,13.01,Certificate of Completion,55.54,65.5,7.43,Chamilo,2023-11-08,2023-11-08
178ed9ae8888,Cybersecurity Basics,Cloud,Core,Beginner,7.84,Certificate of Completion,55.31,71.85,5.24,Chamilo,2026-06-28,2026-06-28
4004be90f9b2,Cloud Computing Fundamentals,Education,Elective,Advanced,9.48,Diploma,38.89,83.79,4.53,Moodle,2023-03-25,2023-03-25
0a3783e8edef,Statistics for Research,Statistics,Core,Beginner,21.24,Professional Certificate,45.11,71.94,10.02,Open edX,2024-04-12,2024-04-12
24b3a1d1ec31,Statistics for Research,Security,Elective,Intermediate,6.94,Diploma,67.42,91.61,5.02,Moodle,2023-05-03,2023-05-03
f97d833d1079,Educational Psychology,Computer Science,Certification,Advanced,2.78,Certificate of Completion,32.91,79.33,0.93,Canvas,2023-07-17,2023-07-17
b2baf519cfcd,Database Design,Statistics,Core,Beginner,6.14,Certificate of Completion,76.17,100.0,4.67,Moodle,2026-11-20,2026-11-20
d22866ddf6a5,Introduction to Data Science,Cloud,Elective,Advanced,6.35,Certificate of Completion,87.82,79.09,6.72,Chamilo,2023-03-13,2023-03-13
1022222a7a03,Educational Psychology,Business,Core,Intermediate,1.32,None,67.27,55.62,0.95,Chamilo,2024-01-29,2024-01-29
c422873264c5,Statistics for Research,Design,Core,Intermediate,14.23,Certificate of Completion,51.75,71.24,8.84,Totara,2023-11-16,2023-11-16
af5a5c52e50a,Machine Learning Fundamentals,Cloud,Certification,Expert,11.63,Certificate of Completion,64.01,76.51,7.01,Canvas,2023-07-02,2023-07-02
240cd58ce362,Pedagogy in Digital Learning,Design,Seminar,Intermediate,1.13,Badge,51.59,54.77,0.6,Open edX,2023-02-21,2023-02-21
3a0b17e5bd0d,Web Development Bootcamp,Business,Elective,Intermediate,9.93,None,62.16,86.41,5.59,Canvas,2025-02-14,2025-02-14
e014a88b2aa9,Advanced Python Programming,Business,Core,Beginner,10.57,Certificate of Completion,46.51,45.78,3.76,Moodle,2023-03-03,2023-03-03
eba5db7c850f,User Experience Design,Education,Elective,Advanced,4.91,Professional Certificate,45.43,87.07,2.27,Sakai,2025-01-20,2025-01-20
6f87f0eeb6a8,Instructional Design Principles,Security,Certification,Beginner,4.33,None,97.21,78.44,5.28,Open edX,2023-01-08,2023-01-08
9a12b05489c7,Machine Learning Fundamentals,Statistics,Seminar,Advanced,4.24,None,95.53,44.2,4.09,Brightspace,2024-02-23,2024-02-23
414a16e0ca72,Machine Learning Fundamentals,Business,Workshop,Advanced,7.57,Professional Certificate,68.63,60.67,4.71,Chamilo,2023-11-25,2023-11-25
1b404eeb0844,Advanced Python Programming,Education,Certification,Beginner,8.57,Certificate of Completion,47.48,65.07,3.09,Brightspace,2026-08-15,2026-08-15
e9d983d419a3,Advanced Python Programming,Education,Certification,Beginner,5.89,Diploma,10.87,60.78,0.75,Brightspace,2025-05-30,2025-05-30
8b1899c8219f,Cloud Computing Fundamentals,Computer Science,Workshop,Beginner,7.33,Certificate of Completion,27.73,56.24,1.76,Brightspace,2023-11-04,2023-11-04
a2e8078e8c31,Pedagogy in Digital Learning,Security,Elective,Beginner,4.43,Certificate of Completion,79.39,45.64,3.41,Blackboard,2025-01-19,2025-01-19
01867628ba97,Web Development Bootcamp,Design,Core,Advanced,5.71,Certificate of Completion,13.23,83.7,0.97,Moodle,2024-01-14,2024-01-14
daea68a49352,Statistics for Research,Security,Elective,Beginner,1.87,None,42.48,64.2,0.96,Open edX,2023-12-06,2023-12-06
dd032d6eb8eb,Statistics for Research,Security,Certification,Expert,23.93,Certificate of Completion,45.88,69.15,11.01,Chamilo,2023-12-24,2023-12-24
d0a47723d640,Cloud Computing Fundamentals,Cloud,Core,Intermediate,2.49,Professional Certificate,41.71,71.04,0.77,Moodle,2023-03-15,2023-03-15
5dc42014d3a3,Project Management Essentials,Business,Certification,Advanced,4.48,Certificate of Completion,83.79,90.91,4.76,Totara,2023-05-06,2023-05-06
794352d7f107,Introduction to Data Science,Cloud,Elective,Intermediate,6.49,None,31.24,60.09,1.79,Totara,2023-03-12,2023-03-12
6c60286fde22,Cloud Computing Fundamentals,Business,Core,Intermediate,4.89,Badge,51.58,52.9,2.04,Sakai,2024-08-01,2024-08-01
3335f2f0b441,Database Design,Education,Elective,Intermediate,10.33,Diploma,79.92,97.58,8.89,Blackboard,2025-04-29,2025-04-29
57c1c7c7e735,Machine Learning Fundamentals,Cloud,Workshop,Advanced,9.39,Professional Certificate,15.83,66.7,1.08,Moodle,2025-01-04,2025-01-04
ebeee60fc13c,Cybersecurity Basics,Cloud,Certification,Beginner,8.7,Professional Certificate,57.09,58.0,3.52,Chamilo,2027-09-30,2027-09-30
796305cc794f,Statistics for Research,Cloud,Core,Beginner,7.56,Professional Certificate,59.66,100.0,5.7,Blackboard,2027-03-26,2027-03-26
fb8482fc6b44,Database Design,Design,Elective,Advanced,6.8,None,81.81,100.0,6.44,Open edX,2026-08-31,2026-08-31
3003e6c418c0,Cybersecurity Basics,Data Science,Elective,Intermediate,3.51,Diploma,33.85,75.9,1.2,Totara,2026-01-28,2026-01-28
9e26ec4103c2,Cybersecurity Basics,Computer Science,Certification,Intermediate,9.76,Certificate of Completion,58.56,72.97,5.01,Moodle,2024-03-23,2024-03-23
81e1a2fee63e,Cybersecurity Basics,Education,Core,Advanced,2.64,None,40.27,81.21,1.0,Canvas,2025-01-02,2025-01-02
e1e1d0784394,Database Design,Statistics,Elective,Beginner,5.88,None,74.36,87.4,5.26,Moodle,2023-02-25,2023-02-25
f92a1a776f34,Web Development Bootcamp,Education,Core,Intermediate,1.84,None,24.06,46.81,0.54,Sakai,2024-01-05,2024-01-05
3731b0d1339b,Database Design,Education,Core,Intermediate,6.41,Certificate of Completion,27.51,68.29,1.27,Canvas,2026-02-20,2026-02-20
331300c3bed6,Statistics for Research,Cloud,Seminar,Beginner,9.13,None,67.96,68.24,6.78,Chamilo,2023-03-19,2023-03-19
f273be8118ba,Web Development Bootcamp,Data Science,Core,Intermediate,5.1,Professional Certificate,30.4,56.17,1.92,Totara,2025-02-03,2025-02-03
817518fec900,Pedagogy in Digital Learning,Security,Elective,Advanced,10.05,Certificate of Completion,21.29,76.29,2.2,Sakai,2023-07-27,2023-07-27
411b3f8b135c,Introduction to Data Science,Data Science,Elective,Beginner,6.4,Certificate of Completion,92.67,81.91,6.46,Moodle,2024-10-22,2024-10-22
832c0266926a,User Experience Design,Cloud,Elective,Intermediate,2.43,None,43.35,74.4,0.95,Sakai,2023-01-27,2023-01-27
0c7e1e281b59,Introduction to Data Science,Data Science,Seminar,Beginner,5.8,Diploma,51.93,50.48,3.75,Moodle,2023-09-23,2023-09-23
826bdee85099,Cybersecurity Basics,Business,Core,Beginner,11.16,None,48.37,56.19,3.85,Sakai,2025-04-07,2025-04-07
5e1d24dc0f7b,Educational Psychology,Cloud,Core,Intermediate,5.51,None,84.64,78.24,4.04,Sakai,2023-08-26,2023-08-26
5b4b09057f7f,Project Management Essentials,Security,Core,Beginner,3.3,Badge,29.48,82.98,0.73,Totara,2023-01-25,2023-01-25
a0bbaa431fa8,Machine Learning Fundamentals,Data Science,Certification,Expert,16.16,Certificate of Completion,86.92,85.57,16.67,Canvas,2025-11-12,2025-11-12
f4596cd8572d,Web Development Bootcamp,Security,Core,Beginner,11.91,None,72.8,77.36,6.15,Totara,2025-11-07,2025-11-07
34e66a35d99a,Cybersecurity Basics,Business,Core,Beginner,3.48,Certificate of Completion,83.41,71.81,3.16,Open edX,2024-07-15,2024-07-15
2038784aefc1,Cybersecurity Basics,Statistics,Seminar,Beginner,8.65,Certificate of Completion,85.73,99.39,6.77,Moodle,2025-02-19,2025-02-19
8d8ddb066d48,Advanced Python Programming,Security,Elective,Beginner,11.21,Certificate of Completion,37.02,38.63,3.43,Totara,2023-08-01,2023-08-01
2eeb93f37922,Introduction to Data Science,Business,Core,Beginner,4.72,Certificate of Completion,69.51,62.54,4.17,Blackboard,2023-09-12,2023-09-12
42b6229a362e,Introduction to Data Science,Statistics,Elective,Advanced,3.22,Certificate of Completion,68.32,96.1,2.3,Moodle,2023-10-22,2023-10-22
b656382d9e38,Statistics for Research,Business,Seminar,Advanced,5.97,Certificate of Completion,62.05,88.07,3.89,Open edX,2026-08-02,2026-08-02
ed32e31a82e9,Cybersecurity Basics,Statistics,Certification,Beginner,2.56,Professional Certificate,34.03,61.65,0.99,Moodle,2024-11-08,2024-11-08
f18b9c240dc5,Statistics for Research,Data Science,Seminar,Beginner,6.86,Certificate of Completion,80.69,64.13,6.29,Brightspace,2024-03-16,2024-03-16
a0e19426589a,Pedagogy in Digital Learning,Statistics,Core,Intermediate,3.41,None,43.39,66.86,1.51,Sakai,2024-11-19,2024-11-19
427f80561820,Statistics for Research,Cloud,Core,Beginner,8.27,None,53.56,47.21,3.58,Canvas,2023-11-03,2023-11-03
504f33eb2cc5,Educational Psychology,Design,Certification,Intermediate,9.59,None,92.89,73.34,7.4,Canvas,2024-02-09,2024-02-09
f979b16ee0f5,Instructional Design Principles,Statistics,Seminar,Beginner,5.48,Certificate of Completion,58.87,89.24,3.81,Canvas,2023-11-15,2023-11-15
b1adb9262a3c,Database Design,Security,Core,Intermediate,7.59,Certificate of Completion,51.47,70.52,3.59,Sakai,2023-02-04,2023-02-04
637bdfaea6a2,Instructional Design Principles,Security,Elective,Beginner,3.14,None,35.12,60.04,1.01,Totara,2023-11-30,2023-11-30
328cbf76d851,Statistics for Research,Business,Core,Advanced,7.69,None,80.6,57.43,6.04,Brightspace,2025-10-13,2025-10-13
f0e37d1276df,Introduction to Data Science,Business,Core,Beginner,4.29,None,28.24,50.81,1.52,Sakai,2023-05-02,2023-05-02
11f8897d30ce,Introduction to Data Science,Security,Elective,Advanced,2.05,Certificate of Completion,35.15,60.26,0.67,Chamilo,2023-09-20,2023-09-20
8fe0befbb560,Introduction to Data Science,Education,Core,Expert,5.77,Badge,41.0,84.09,1.69,Sakai,2025-10-23,2025-10-23
48cd2aa682d4,Cybersecurity Basics,Cloud,Core,Beginner,8.77,None,16.96,93.28,1.54,Canvas,2023-05-20,2023-05-20
e4312090033d,Database Design,Computer Science,Workshop,Beginner,2.1,Certificate of Completion,40.96,82.18,0.77,Moodle,2023-06-18,2023-06-18
861be8d2be30,Web Development Bootcamp,Security,Certification,Advanced,7.25,None,24.34,43.78,1.77,Moodle,2024-06-09,2024-06-09
47ef3f77d7cf,Cloud Computing Fundamentals,Business,Core,Beginner,15.72,None,51.68,65.64,7.55,Moodle,2023-01-09,2023-01-09
5d0ea805525f,Project Management Essentials,Computer Science,Workshop,Intermediate,2.28,Certificate of Completion,52.02,86.7,1.52,Canvas,2023-03-01,2023-03-01
f67333b82e60,Cybersecurity Basics,Data Science,Core,Intermediate,7.93,Diploma,22.03,71.17,1.63,Canvas,2023-07-06,2023-07-06
11b44691b25a,User Experience Design,Data Science,Elective,Beginner,4.0,None,18.43,58.73,0.52,Chamilo,2023-12-24,2023-12-24
59fd8cbf9ec9,Educational Psychology,Education,Elective,Beginner,16.3,Badge,49.62,70.72,8.58,Moodle,2023-05-28,2023-05-28
f5a3ea7e1225,Instructional Design Principles,Computer Science,Elective,Beginner,5.77,None,34.89,74.94,1.89,Moodle,2023-10-15,2023-10-15
ec4f9ff118e8,Web Development Bootcamp,Statistics,Core,Intermediate,20.04,None,22.95,89.45,5.51,Moodle,2025-04-22,2025-04-22
c007693fb91d,Machine Learning Fundamentals,Cloud,Elective,Advanced,11.42,Certificate of Completion,85.6,57.25,9.8,Blackboard,2025-06-03,2025-06-03
e29f6c9c69ae,Machine Learning Fundamentals,Security,Core,Advanced,6.63,Certificate of Completion,39.88,90.44,2.61,Sakai,2024-02-06,2024-02-06
2e8cac5b57c6,Educational Psychology,Design,Core,Intermediate,4.34,Certificate of Completion,59.36,71.07,2.6,Sakai,2025-04-26,2025-04-26
5b4bb0ffc45b,Cybersecurity Basics,Design,Certification,Expert,2.95,None,57.4,71.68,1.34,Brightspace,2023-01-20,2023-01-20
c13ca45475a1,Pedagogy in Digital Learning,Security,Core,Intermediate,3.12,Professional Certificate,44.29,92.6,1.2,Brightspace,2023-04-14,2023-04-14
8fa51275c15b,Introduction to Data Science,Data Science,Elective,Beginner,4.98,Certificate of Completion,77.73,62.99,3.05,Canvas,2025-09-19,2025-09-19
7178da1c1900,Introduction to Data Science,Data Science,Core,Advanced,19.14,Professional Certificate,40.48,78.36,8.9,Open edX,2023-07-19,2023-07-19
2cd3a5b50405,Cybersecurity Basics,Cloud,Core,Advanced,5.68,None,73.9,52.66,4.67,Brightspace,2025-12-06,2025-12-06
cca922c28080,Project Management Essentials,Computer Science,Core,Advanced,3.47,Badge,19.25,36.6,0.59,Moodle,2023-08-16,2023-08-16
80f0ff48fd56,Cybersecurity Basics,Computer Science,Seminar,Intermediate,4.2,Professional Certificate,82.19,85.71,3.63,Open edX,2024-03-08,2024-03-08
e4f6d6f6cf17,Pedagogy in Digital Learning,Cloud,Certification,Expert,21.8,None,81.89,65.92,14.66,Sakai,2023-05-17,2023-05-17
75f966db8d00,Statistics for Research,Computer Science,Workshop,Intermediate,8.75,Certificate of Completion,84.41,74.83,8.48,Sakai,2023-04-12,2023-04-12
3c8b7178c52d,Instructional Design Principles,Computer Science,Elective,Beginner,9.27,Badge,91.67,56.45,6.98,Moodle,2026-11-20,2026-11-20
f31046dd9054,Introduction to Data Science,Cloud,Elective,Intermediate,2.43,Certificate of Completion,65.61,96.38,1.16,Open edX,2023-04-26,2023-04-26
0060ca926deb,Web Development Bootcamp,Data Science,Elective,Intermediate,14.88,None,62.7,66.88,9.21,Moodle,2023-09-04,2023-09-04
204c0efe40d2,Pedagogy in Digital Learning,Statistics,Certification,Advanced,3.13,Diploma,40.49,44.79,0.92,Totara,2023-09-27,2023-09-27
606d6e6c604a,Database Design,Design,Seminar,Expert,9.0,Badge,56.81,100.0,3.84,Canvas,2025-07-21,2025-07-21
a05e851c8b1f,Database Design,Design,Elective,Intermediate,21.4,Certificate of Completion,67.3,72.4,11.81,Blackboard,2023-02-03,2023-02-03
418eb371e500,Database Design,Design,Core,Intermediate,8.67,None,55.54,46.49,5.5,Sakai,2024-07-08,2024-07-08
0890f9327781,Cloud Computing Fundamentals,Business,Core,Intermediate,17.88,Professional Certificate,67.97,85.24,9.31,Chamilo,2024-04-25,2024-04-25
d05362fe0fcd,Educational Psychology,Statistics,Certification,Intermediate,31.28,Certificate of Completion,86.02,91.51,25.09,Totara,2026-09-13,2026-09-14
a0b0b1a3a5f7,Instructional Design Principles,Education,Core,Advanced,3.84,Certificate of Completion,32.41,61.07,1.27,Moodle,2023-02-02,2023-02-02
8ccf4a2aace9,Cloud Computing Fundamentals,Education,Core,Expert,6.53,Diploma,23.28,56.03,1.57,Moodle,2023-02-06,2023-02-06
1982fc26138e,Introduction to Data Science,Computer Science,Elective,Intermediate,3.98,Certificate of Completion,57.63,100.0,2.63,Chamilo,2024-02-25,2024-02-25
a924fd85fbfa,Introduction to Data Science,Design,Core,Intermediate,20.16,None,23.37,57.15,4.67,Blackboard,2023-06-12,2023-06-12
dabe331346ae,Educational Psychology,Security,Workshop,Intermediate,4.27,Certificate of Completion,67.81,86.67,2.62,Brightspace,2024-01-01,2024-01-01
74eaacbcb23e,Cloud Computing Fundamentals,Cloud,Certification,Intermediate,12.69,None,95.9,41.24,12.62,Blackboard,2023-10-20,2023-10-20
ecf9ec09b1dd,Database Design,Cloud,Certification,Intermediate,4.33,Badge,78.13,86.09,2.48,Open edX,2023-01-26,2023-01-26
33474bf8b66c,Machine Learning Fundamentals,Education,Seminar,Beginner,8.03,Professional Certificate,34.84,100.0,2.15,Canvas,2023-01-11,2023-01-11
1ef95eedfb61,Pedagogy in Digital Learning,Computer Science,Elective,Beginner,19.94,Certificate of Completion,70.98,70.27,14.95,Canvas,2023-05-11,2023-05-11
88440785c072,Pedagogy in Digital Learning,Design,Core,Advanced,3.34,Certificate of Completion,35.78,78.12,1.41,Sakai,2025-03-29,2025-03-29
cf938e793aec,Web Development Bootcamp,Business,Core,Beginner,4.1,Certificate of Completion,67.07,75.89,2.98,Blackboard,2023-07-13,2023-07-13
8b625aa7e727,Statistics for Research,Business,Core,Advanced,5.45,Certificate of Completion,33.91,89.37,1.67,Brightspace,2023-06-01,2023-06-01
86a695e1cc26,Instructional Design Principles,Data Science,Core,Beginner,24.13,None,37.42,72.86,11.13,Canvas,2024-03-18,2024-03-19
59c80f543533,User Experience Design,Computer Science,Workshop,Beginner,7.96,Certificate of Completion,45.6,79.44,4.55,Canvas,2023-10-29,2023-10-29
93dfb3c917e5,Introduction to Data Science,Statistics,Workshop,Beginner,7.0,None,23.15,82.57,1.42,Open edX,2023-08-15,2023-08-15
f0bc8ef4df09,Statistics for Research,Security,Seminar,Beginner,14.69,None,41.24,86.75,6.33,Brightspace,2027-07-21,2027-07-21
de7252a9a1a4,Database Design,Security,Workshop,Intermediate,9.99,None,7.78,,0.65,Moodle,2023-03-16,2023-03-16
3acf930c4f31,User Experience Design,Statistics,Workshop,Intermediate,5.07,Certificate of Completion,42.09,67.29,1.5,Chamilo,2023-12-20,2023-12-20
918dfc8212f7,Web Development Bootcamp,Data Science,Seminar,Intermediate,11.55,None,25.81,71.97,2.55,Moodle,2024-02-28,2024-02-28
84327abcde51,Cybersecurity Basics,Design,Core,Expert,1.85,Certificate of Completion,74.59,100.0,1.41,Blackboard,2024-03-08,2024-03-08
2d6cbdc90a4d,Web Development Bootcamp,Statistics,Core,Intermediate,4.33,None,43.76,68.33,2.03,Canvas,2024-07-05,2024-07-05
203343f545fa,Introduction to Data Science,Design,Certification,Intermediate,1.3,Certificate of Completion,69.48,78.29,0.81,Open edX,2023-01-23,2023-01-23
8b530745023b,Pedagogy in Digital Learning,Cloud,Core,Beginner,10.92,Certificate of Completion,45.54,36.6,6.22,Chamilo,2024-08-16,2024-08-16
e81339fb9ac1,User Experience Design,Education,Seminar,Beginner,15.36,Certificate of Completion,59.88,98.5,11.2,Canvas,2024-06-01,2024-06-01
0e3aefb11a68,Instructional Design Principles,Business,Seminar,Advanced,23.12,None,4.87,,0.87,Canvas,2023-06-14,2023-06-14
52100fb3cfe3,Advanced Python Programming,Data Science,Elective,Beginner,9.47,None,56.73,100.0,5.0,Blackboard,2023-06-05,2023-06-05
f079ade21a43,Project Management Essentials,Data Science,Certification,Intermediate,7.86,Professional Certificate,83.59,81.65,7.23,Open edX,2023-09-14,2023-09-14
18f2618a80cd,Introduction to Data Science,Education,Core,Beginner,7.8,Certificate of Completion,2.82,,0.23,Blackboard,2023-08-23,2023-08-23
dc2693010b18,Educational Psychology,Security,Elective,Beginner,14.83,Professional Certificate,81.86,54.95,11.95,Canvas,2024-03-27,2024-03-27
e04b184ed7b9,Statistics for Research,Data Science,Core,Intermediate,4.01,Certificate of Completion,6.39,,0.23,Sakai,2023-01-12,2023-01-12
2cf775e9385b,Educational Psychology,Design,Certification,Beginner,7.27,Certificate of Completion,18.49,73.23,1.43,Canvas,2024-05-23,2024-05-23
4dcc1dc0f48b,Cloud Computing Fundamentals,Cloud,Elective,Expert,1.61,Certificate of Completion,46.08,68.67,0.6,Canvas,2024-09-26,2024-09-26
4a13444b9972,Project Management Essentials,Education,Workshop,Expert,12.9,Certificate of Completion,39.01,60.63,5.33,Blackboard,2023-09-13,2023-09-13
316df728b084,Statistics for Research,Design,Core,Beginner,3.9,Professional Certificate,85.7,95.97,3.48,Blackboard,2023-04-22,2023-04-22
77433102064d,Educational Psychology,Design,Seminar,Beginner,12.19,None,53.49,73.69,4.92,Sakai,2023-01-06,2023-01-06
b2ea3941fb80,Educational Psychology,Security,Workshop,Intermediate,3.13,None,81.15,51.28,3.28,Sakai,2024-12-01,2024-12-01
5860a842d893,Database Design,Cloud,Certification,Beginner,5.63,Professional Certificate,2.24,,0.12,Chamilo,2023-06-16,2023-06-16
eea471b411dc,Cybersecurity Basics,Education,Elective,Beginner,8.78,None,77.35,46.92,8.76,Sakai,2023-07-08,2023-07-08
0e5e82e28e6c,Instructional Design Principles,Business,Workshop,Beginner,13.88,None,66.82,60.16,10.18,Canvas,2024-04-08,2024-04-08
bb0ead28dd6c,Cybersecurity Basics,Cloud,Elective,Beginner,3.68,Certificate of Completion,70.2,96.1,2.78,Sakai,2024-10-02,2024-10-02
f0a36062502f,Project Management Essentials,Security,Core,Beginner,4.46,None,32.33,85.42,1.46,Blackboard,2023-04-15,2023-04-15
0805f4067a94,Introduction to Data Science,Education,Core,Beginner,4.06,Certificate of Completion,50.81,62.99,2.06,Brightspace,2023-11-30,2023-11-30
8f16f31c99e7,Pedagogy in Digital Learning,Computer Science,Core,Intermediate,11.28,None,75.73,66.42,9.41,Sakai,2023-01-05,2023-01-05
fc62de61919e,Web Development Bootcamp,Design,Seminar,Intermediate,17.74,Certificate of Completion,80.9,65.09,11.0,Canvas,2023-08-24,2023-08-24
bb9c648bdc9c,Instructional Design Principles,Business,Core,Beginner,21.65,None,74.03,92.98,19.29,Moodle,2023-10-29,2023-10-29
76625cb94bff,Introduction to Data Science,Business,Workshop,Intermediate,27.86,None,49.56,55.61,13.04,Canvas,2024-08-26,2024-08-27
5325f1609155,Project Management Essentials,Education,Workshop,Advanced,6.08,None,76.57,74.98,3.61,Brightspace,2023-08-01,2023-08-01
c01bbaf5b573,Pedagogy in Digital Learning,Business,Elective,Intermediate,1.81,Certificate of Completion,83.18,75.37,1.57,Canvas,2025-08-16,2025-08-16
0599c4fee858,Introduction to Data Science,Data Science,Core,Advanced,5.72,Certificate of Completion,55.98,75.41,3.65,Sakai,2023-01-31,2023-01-31
19f55672358a,Statistics for Research,Design,Core,Intermediate,10.47,None,23.53,94.21,2.05,Totara,2024-09-16,2024-09-16
c8d5c788749c,Cloud Computing Fundamentals,Business,Elective,Intermediate,6.12,Certificate of Completion,67.93,57.7,4.21,Canvas,2023-05-08,2023-05-08
